,Url,Price,Room,Surface,Bathroom,Floor
83,https://www.immobiliare.it/47644199-Vendita-Monolocale-via-Raffaello-Liberti-Roma.html,130000.0,1,65,1,3
84,https://www.immobiliare.it/61952130-Vendita-Appartamento-via-Archimede-Roma.html,740000.0,6,141,2,3
85,https://www.immobiliare.it/65863705-Vendita-Appartamento-via-Curioni-Roma.html,470000.0,6,135,2,2
86,https://www.immobiliare.it/70223988-Vendita-Appartamento-Circonvallazione-Nomentana-Roma.html,500000.0,6,125,2,4
87,https://www.immobiliare.it/67903307-Vendita-Quadrilocale-via-Francesco-Catel-35-Roma.html,595000.0,4,160,2,2
88,https://www.immobiliare.it/70259574-Vendita-Appartamento-via-Muggia-Roma.html,770000.0,6,187,3,1
89,https://www.immobiliare.it/70144556-Vendita-Bilocale-via-Paolo-Frisi-Roma.html,335000.0,2,40,1,1
90,https://www.immobiliare.it/70035014-Vendita-Bilocale-via-Silvestro-II-Roma.html,199000.0,2,60,1,3
91,https://www.immobiliare.it/70276556-Vendita-Appartamento-via-Trionfale-5637-Roma.html,950000.0,6,250,3,2
92,https://www.immobiliare.it/70272446-Vendita-Trilocale-via-Giovanni-Silvestri-Roma.html,269000.0,3,90,1,2
93,https://www.immobiliare.it/70054156-Vendita-Trilocale-via-Campo-Ligure-Roma.html,285000.0,3,85,1,1
94,https://www.immobiliare.it/69643422-Vendita-Quadrilocale-piazza-Lodi-Roma.html,375000.0,4,115,2,9
95,https://www.immobiliare.it/67786435-Vendita-Appartamento-via-Ignazio-Guidi-Roma.html,599000.0,6,150,2,3
96,https://www.immobiliare.it/65117194-Vendita-Quadrilocale-San-Saba-Roma.html,630000.0,4,130,2,3
97,https://www.immobiliare.it/69764782-Vendita-Trilocale-via-Monti-di-Creta-Roma.html,295000.0,3,85,1,2
98,https://www.immobiliare.it/69012595-Vendita-Trilocale-via-di-Santa-Cornelia-Roma.html,149000.0,3,65,1,1
99,https://www.immobiliare.it/70259544-Vendita-Trilocale-via-Francesco-Saverio-Roma.html,350000.0,3,90,1,2
100,https://www.immobiliare.it/62626840-Vendita-Bilocale-via-Ugo-Ojetti-Roma.html,249000.0,2,50,1,2
101,https://www.immobiliare.it/68150803-Vendita-Bilocale-largo-Michele-Gervasio-Roma.html,115000.0,2,73,1,1
102,https://www.immobiliare.it/69294428-Vendita-Trilocale-via-Pietro-Venturi-17-Roma.html,248000.0,3,90,1,3
103,https://www.immobiliare.it/69906140-Vendita-Appartamento-via-del-Giuba-Roma.html,770000.0,6,140,2,2
104,https://www.immobiliare.it/66860251-Vendita-Appartamento-via-Giosue-Borsi-Roma.html,1320000.0,6,223,3,1
105,https://www.immobiliare.it/70192886-Vendita-Quadrilocale-via-Gussola-20-Roma.html,225000.0,4,120,2,1
106,https://www.immobiliare.it/68434939-Vendita-Trilocale-via-Caio-Lelio-Roma.html,269000.0,3,100,1,6
107,https://www.immobiliare.it/70459588-Vendita-Trilocale-via-Luigi-Bartolucci-Roma.html,299000.0,3,100,1,5
108,https://www.immobiliare.it/70346524-Vendita-Trilocale-via-Marino-Ghetaldi-40-Roma.html,542000.0,3,88,2,8
109,https://www.immobiliare.it/66365269-Vendita-Appartamento-via-Flaminia-793-Roma.html,490000.0,6,145,2,2
110,https://www.immobiliare.it/69553672-Vendita-Bilocale-via-di-Boccea-Roma.html,269000.0,2,60,1,2
111,https://www.immobiliare.it/68360627-Vendita-Trilocale-nuovo-primo-piano-Roma.html,380000.0,3,94,2,1
112,https://www.immobiliare.it/69480484-Vendita-Appartamento-via-Sant-Agatone-Papa-Roma.html,650000.0,6,190,2,5
113,https://www.immobiliare.it/58992590-Vendita-Trilocale-viale-Palmiro-Togliatti-626-Roma.html,269000.0,3,104,2,3
114,https://www.immobiliare.it/70133104-Vendita-Appartamento-via-Andrea-del-Castagno-Roma.html,645000.0,6,173,3,1
115,https://www.immobiliare.it/66374315-Vendita-Appartamento-via-Tembien-Roma.html,440000.0,6,140,2,2
116,https://www.immobiliare.it/69155190-Vendita-Appartamento-viale-Ventuno-Aprile-Roma.html,725000.0,6,180,3,2
117,https://www.immobiliare.it/67119691-Vendita-Trilocale-piazza-Melozzo-da-Forli-Roma.html,520000.0,3,100,1,7
118,https://www.immobiliare.it/68137885-Vendita-Trilocale-via-Livio-Tempesta-Roma.html,495000.0,3,130,2,3
119,https://www.immobiliare.it/70151610-Vendita-Trilocale-via-dei-Due-Ponti-Roma.html,230000.0,3,85,1,1
120,https://www.immobiliare.it/68865045-Vendita-Appartamento-via-Giovanni-Paisiello-49-Roma.html,1150000.0,6,215,3,2
121,https://www.immobiliare.it/69105306-Vendita-Trilocale-via-Riccardo-Zampieri-Roma.html,310000.0,3,112,1,5
122,https://www.immobiliare.it/64244728-Vendita-Appartamento-via-Alessio-Baldovinetti-Roma.html,695000.0,6,186,2,1
123,https://www.immobiliare.it/69930526-Vendita-Quadrilocale-via-della-VII-Coorte-Roma.html,850000.0,4,120,2,5
124,https://www.immobiliare.it/68560789-Vendita-Quadrilocale-piazza-dei-Re-di-Roma.html,475000.0,4,110,1,3
125,https://www.immobiliare.it/70324800-Vendita-Monolocale-via-Francesco-Maria-Greco-Roma.html,99000.0,1,49,1,3
126,https://www.immobiliare.it/69437934-Vendita-Trilocale-via-di-Pietralata-Roma.html,359000.0,3,125,2,3
127,https://www.immobiliare.it/69107100-Vendita-Quadrilocale-via-Laiatico-Roma.html,240000.0,4,110,2,2
128,https://www.immobiliare.it/68298807-Vendita-Trilocale-via-Ponzio-Cominio-Roma.html,359000.0,3,105,2,7
129,https://www.immobiliare.it/66819645-Vendita-Quadrilocale-via-Enrico-Cosenz-Roma.html,218000.0,4,77,1,8
130,https://www.immobiliare.it/68683483-Vendita-Appartamento-viale-dell-Aeronautica-Roma.html,1100000.0,6,250,4,1
131,https://www.immobiliare.it/70164764-Vendita-Quadrilocale-buono-stato-primo-piano-Roma.html,535000.0,4,140,1,1
132,https://www.immobiliare.it/69764470-Vendita-Trilocale-via-di-Selva-Nera-Roma.html,175000.0,3,80,1,5
133,https://www.immobiliare.it/67622989-Vendita-Appartamento-via-San-Marcello-Pistoiese-73-Roma.html,410000.0,6,141,2,1
134,https://www.immobiliare.it/69782652-Vendita-Trilocale-piazza-dei-Consoli-50-Roma.html,265000.0,3,86,2,5
135,https://www.immobiliare.it/68809119-Vendita-Bilocale-via-Francesca-Bertini-Roma.html,130000.0,2,40,1,2
136,https://www.immobiliare.it/70317738-Vendita-Quadrilocale-via-giulio-romano-Roma.html,790000.0,4,164,2,3
137,https://www.immobiliare.it/68828295-Vendita-Quadrilocale-Circonvallazione-Appia-Roma.html,364000.0,4,120,1,3
138,https://www.immobiliare.it/69612412-Vendita-Appartamento-largo-Arenula-26-Roma.html,1450000.0,6,310,3,1
139,https://www.immobiliare.it/62098504-Vendita-Quadrilocale-via-danilo-stiepovich-242-Roma.html,165000.0,4,90,2,2
140,https://www.immobiliare.it/68815695-Vendita-Bilocale-via-Umberto-Coromaldi-11-Roma.html,177000.0,2,70,2,1
141,https://www.immobiliare.it/69822516-Vendita-Quadrilocale-via-Massimi-141-Roma.html,615000.0,4,155,2,4
142,https://www.immobiliare.it/70205588-Vendita-Appartamento-piazza-Francesco-Vannetti-Roma.html,368000.0,6,104,1,4
143,https://www.immobiliare.it/68208381-Vendita-Trilocale-via-Mazzeo-di-Ricco-Roma.html,159000.0,3,78,1,4
144,https://www.immobiliare.it/70409726-Vendita-Bilocale-via-dei-Colombi-18-Roma.html,155000.0,2,70,1,2
145,https://www.immobiliare.it/66918285-Vendita-Bilocale-via-Siligo-10-Roma.html,169000.0,2,65,1,2
146,https://www.immobiliare.it/69002721-Vendita-Trilocale-via-Salorno-14-Roma.html,235000.0,3,110,1,1
147,https://www.immobiliare.it/70366586-Vendita-Bilocale-via-Roberto-Ago-Roma.html,225000.0,2,55,1,4
148,https://www.immobiliare.it/70009612-Vendita-Appartamento-via-Bernardo-Davanzati-Roma.html,560000.0,6,160,2,3
149,https://www.immobiliare.it/69585022-Vendita-Quadrilocale-via-Teresa-Gullace-31-Roma.html,179000.0,4,120,2,2
150,https://www.immobiliare.it/68647463-Vendita-Attico-Mansarda-via-di-Acilia-Roma.html,635000.0,6,165,2,9
151,https://www.immobiliare.it/66790941-Vendita-Quadrilocale-via-Raimondo-Montecuccoli-Roma.html,353000.0,4,125,2,4
152,https://www.immobiliare.it/70038990-Vendita-Quadrilocale-via-Giulia-Roma.html,1280000.0,4,120,2,3
153,https://www.immobiliare.it/62087166-Vendita-Quadrilocale-via-Neive-Roma.html,340000.0,4,180,3,1
154,https://www.immobiliare.it/67789019-Vendita-Appartamento-via-Margutta-Roma.html,1750000.0,6,160,1,1
155,https://www.immobiliare.it/69111750-Vendita-Trilocale-via-dei-Gozzadini-Roma.html,449000.0,3,90,2,1
156,https://www.immobiliare.it/68191047-Vendita-Appartamento-via-Bernardo-Barbiellini-Roma.html,697000.0,6,208,3,4
157,https://www.immobiliare.it/65248040-Vendita-Trilocale-via-Prospero-Alpino-20-Roma.html,395000.0,3,95,1,2
158,https://www.immobiliare.it/68555335-Vendita-Appartamento-viale-Cortina-d-Ampezzo-251-Roma.html,640000.0,6,165,3,1
159,https://www.immobiliare.it/67336189-Vendita-Appartamento-via-vitellia-Roma.html,780000.0,6,155,3,1
160,https://www.immobiliare.it/65245622-Vendita-Bilocale-via-Prospero-Alpino-20-Roma.html,335000.0,2,70,1,2
161,https://www.immobiliare.it/70279540-Vendita-Bilocale-piazza-Margana-Roma.html,690000.0,2,70,1,1
162,https://www.immobiliare.it/69431774-Vendita-Appartamento-via-Gosio-Roma.html,530000.0,6,190,2,3
163,https://www.immobiliare.it/69160034-Vendita-Trilocale-via-Giulio-Galli-71-Roma.html,275000.0,3,92,2,3
164,https://www.immobiliare.it/69553128-Vendita-Trilocale-via-Pompei-Roma.html,389000.0,3,90,1,1
165,https://www.immobiliare.it/70414920-Vendita-Quadrilocale-via-Ugo-Forti-Roma.html,199000.0,4,120,1,1
166,https://www.immobiliare.it/64375538-Vendita-Quadrilocale-via-Courmayeur-89-Roma.html,450000.0,4,105,2,3
167,https://www.immobiliare.it/69243464-Vendita-Attico-Mansarda-via-Archimede-1-Roma.html,840000.0,4,110,1,5
168,https://www.immobiliare.it/65204232-Vendita-Appartamento-via-Prospero-Alpino-20-Roma.html,440000.0,6,120,2,2
169,https://www.immobiliare.it/70337466-Vendita-Appartamento-via-Fregene-Roma.html,1295000.0,6,288,4,2
170,https://www.immobiliare.it/64654728-Vendita-Bilocale-via-Cavalese-39-Roma.html,260000.0,2,60,1,1
171,https://www.immobiliare.it/66811873-Vendita-Appartamento-via-Panama-Roma.html,1250000.0,6,220,4,2
